iter	Logloss
853	0.4500571202
854	0.4499829252
855	0.4498913112
856	0.4497944972
857	0.4496800854
858	0.449583022
859	0.4494818073
860	0.4493349789
861	0.4491799734
862	0.4490956711
863	0.4490096268
864	0.4489113203
865	0.4487993768
866	0.4487050667
867	0.448591754
868	0.4484081864
869	0.4482948007
870	0.448188571
871	0.4480793509
872	0.447938004
873	0.4478285376
874	0.4477292394
875	0.4476141565
876	0.4475074219
877	0.4473503403
878	0.4472647203
879	0.447133812
880	0.4470109493
881	0.4469068464
882	0.4467919044
883	0.4466574183
884	0.4465268396
885	0.4464313267
886	0.4463325199
887	0.4461962095
888	0.4460983504
889	0.4459788844
890	0.4458645826
891	0.4457751646
892	0.4456864999
893	0.4455520589
894	0.4454541716
895	0.4453489367
896	0.4452331305
897	0.4451295812
898	0.4450176277
899	0.444904783
900	0.4447994037
901	0.4446859341
902	0.4445538482
903	0.4444395035
904	0.4443285651
905	0.4442283693
906	0.444089017
907	0.4439743604
908	0.4438477238
909	0.4437285012
910	0.4435939994
911	0.4434600786
912	0.4433492713
913	0.4432483738
914	0.443115172
915	0.4429877779
916	0.4428805891
917	0.4427609392
918	0.4426309272
919	0.4424966407
920	0.4423578013
921	0.4422439654
922	0.4421164094
923	0.4420276212
924	0.4418917246
925	0.4417902057
926	0.4417030361
927	0.4415958825
928	0.4414702098
929	0.4413618248
930	0.4412506502
931	0.4411448153
932	0.4410555691
933	0.4409682164
934	0.4408225762
935	0.4407208874
936	0.440610175
937	0.440535301
938	0.4404157502
939	0.4402769632
940	0.4401698836
941	0.4400795427
942	0.4399595426
943	0.43987893
944	0.4397856287
945	0.4396772514
946	0.4395668115
947	0.439461364
948	0.4393579797
949	0.4392629224
950	0.4391673181
951	0.4390694162
952	0.4389607822
953	0.4388618247
954	0.4387505051
955	0.4386712785
956	0.438595099
957	0.438468588
958	0.4383412642
959	0.4381820682
960	0.4380751057
961	0.4379404481
962	0.4378076315
963	0.4376727456
964	0.4375577498
965	0.437460125
966	0.4373961909
967	0.4372898854
968	0.4372318968
969	0.4371362366
970	0.4370265156
971	0.4369093201
972	0.436806274
973	0.4366981328
974	0.4366059027
975	0.4365200418
976	0.436401298
977	0.4362675544
978	0.4361665471
979	0.4360347855
980	0.4359297194
981	0.4358003278
982	0.435668593
983	0.4355576474
984	0.4354467022
985	0.4353384338
986	0.4352001941
987	0.4350988413
988	0.4349961803
989	0.4348971568
990	0.4348106491
991	0.4347151226
992	0.4345961414
993	0.4344807117
994	0.4343490417
995	0.4342828016
996	0.4341763657
997	0.4340292051
998	0.4339091467
999	0.4337651347
